"","uid","X","text","option_id_1","option_id_2","option_id_3","option_id_4","option_id_5","option_id_6","option_text_1","option_text_2","option_text_3","option_text_4","option_text_5","option_text_6","Tags"
"243","3061@1",1934,"The second-order neuron in the spinothalamic tract originates in the _______________ within the CNS.",12094,12095,12096,12097,NA,NA,"medulla","pons","spinal cord gray matter","thalamus",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:2,blooms:2,time:medium,context-cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-2,exid:stax-anp:1342,type:conceptual-or-recall"
"244","3062@1",1888,"What portion of the brain receives pain and temperature sensation via the trigeminal pathway?",12098,12099,12100,12101,NA,NA,"chief sensory nucleus in the pons","mesencephalic nuclei in the midbrain","spinal trigeminal nucleus of the medulla","Broca’s area of the frontal lobe",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-3,exid:stax-anp:1343,type:conceptual-or-recall"
"245","3062@1",1888,"What portion of the brain receives pain and temperature sensation via the trigeminal pathway?",12098,12099,12100,12101,NA,NA,"chief sensory nucleus in the pons","mesencephalic nuclei in the midbrain","spinal trigeminal nucleus of the medulla","Broca’s area of the frontal lobe",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-3,id:stax-anp:1343"
"246","3063@1",1630,"In the sensory homonculus mapping of the somatosensory receptors, how much area would be mapped to a sensitive area of the body compared to a less sensitive one?",12102,12103,12104,12105,NA,NA,"More sensitive areas are mapped to larger areas of the cortex.","Less sensitive areas are mapped to larger areas of the cortex.","More and less sensitive areas are mapped to different hemispheres of the cortex.","There is no difference between the mapping of more and less sensitive areas of the body.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-4,id:stax-anp:1344"
"247","3063@1",1630,"In the sensory homonculus mapping of the somatosensory receptors, how much area would be mapped to a sensitive area of the body compared to a less sensitive one?",12102,12103,12104,12105,NA,NA,"More sensitive areas are mapped to larger areas of the cortex.","Less sensitive areas are mapped to larger areas of the cortex.","More and less sensitive areas are mapped to different hemispheres of the cortex.","There is no difference between the mapping of more and less sensitive areas of the body.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-4,exid:stax-anp:1344,type:conceptual-or-recall"
"248","3064@1",1979,"Based on the sensory topography of the visual cortex, where would light from the inferior visual field be processed?",12106,12107,12108,12109,NA,NA,"the inferior region of the visual cortex","the superior region of the visual cortex","the left hemisphere of the visual cortex","the right hemisphere of the visual cortex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-4,exid:stax-anp:1345,type:conceptual-or-recall"
"249","3064@1",1979,"Based on the sensory topography of the visual cortex, where would light from the inferior visual field be processed?",12106,12107,12108,12109,NA,NA,"the inferior region of the visual cortex","the superior region of the visual cortex","the left hemisphere of the visual cortex","the right hemisphere of the visual cortex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-4,id:stax-anp:1345"
"250","3065@1",1942,"Where is the premotor cortex located in relation to Broca’s area and the primary motor cortex?",12110,12111,12112,12113,NA,NA,"anterior to Broca’s area and lateral to the primary motor cortex","posterior to Broca’s area and medial to the primary motor cortex","posterior to Broca’s area and lateral to the primary motor cortex","lateral to Broca’s area and lateral to the primary motor cortex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:14-3-1,id:stax-anp:1346,cnxmod:f3f61efa-f437-4786-a77c-274772f91a39"
"251","3065@1",1942,"Where is the premotor cortex located in relation to Broca’s area and the primary motor cortex?",12110,12111,12112,12113,NA,NA,"anterior to Broca’s area and lateral to the primary motor cortex","posterior to Broca’s area and medial to the primary motor cortex","posterior to Broca’s area and lateral to the primary motor cortex","lateral to Broca’s area and lateral to the primary motor cortex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:14-3-1,exid:stax-anp:1346,context-cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,type:conceptual-or-recall"
"252","3066@1",2190,"In the two descending motor pathways, what cells or structure delivers signals directly from the mortor cortex?",12114,12115,12116,12117,NA,NA,"Betz cells","cranial motor nuclei","ventral horn of the spinal cord","cerebral peduncles",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-2,id:stax-anp:1347"
"253","3066@1",2190,"In the two descending motor pathways, what cells or structure delivers signals directly from the mortor cortex?",12114,12115,12116,12117,NA,NA,"Betz cells","cranial motor nuclei","ventral horn of the spinal cord","cerebral peduncles",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-2,exid:stax-anp:1347,type:conceptual-or-recall"
"254","3067@1",1631,"During a football game, Jack was knocked over by other players. He bounced on his head and landed on his back. When he was able to stand, he realized that he could not lift his right arm, although he wasn’t in pain. Jack likely sustained an injury to the____________ tract running between his brain and spinal cord.",12118,12119,12120,12121,NA,NA,"anterior corticospinal tract","reticulospinal","tectospinal","vestibulospinal",NA,NA,"book:stax-anp,ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-3,id:stax-anp:1348"
"255","3067@1",1631,"During a football game, Jack was knocked over by other players. He bounced on his head and landed on his back. When he was able to stand, he realized that he could not lift his right arm, although he wasn’t in pain. Jack likely sustained an injury to the____________ tract running between his brain and spinal cord.",12118,12119,12120,12121,NA,NA,"anterior corticospinal tract","reticulospinal","tectospinal","vestibulospinal",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:2,blooms:2,time:medium,context-cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-3,exid:stax-anp:1348,type:conceptual-or-recall"
"256","3068@1",2073,"Motor neuron axon terminals synapse with the muscle fiber sarcolemma at a region called the ______________.",12122,12123,12124,12125,NA,NA,"cross-bridge","internal capsule","neuromuscular junction","red nucleus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-4,id:stax-anp:1349"
"257","3068@1",2073,"Motor neuron axon terminals synapse with the muscle fiber sarcolemma at a region called the ______________.",12122,12123,12124,12125,NA,NA,"cross-bridge","internal capsule","neuromuscular junction","red nucleus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-4,exid:stax-anp:1349,type:conceptual-or-recall"
"258","3069@1",1927,"Specialized receptors called muscle spindles play a role in the _______________ reflex.",12126,12127,12128,12129,NA,NA,"corneal","stretch","withdrawal","eye blink",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,time:short,blooms:2,context-cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-5,exid:stax-anp:1350,type:conceptual-or-recall"
"259","3069@1",1927,"Specialized receptors called muscle spindles play a role in the _______________ reflex.",12126,12127,12128,12129,NA,NA,"corneal","stretch","withdrawal","eye blink",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,time:short,display:multiple-choice,requires-choices:n,blooms:2,cnxmod:f3f61efa-f437-4786-a77c-274772f91a39,lo:stax-anp:14-3-5,id:stax-anp:1350"
"260","3070@1",1901,"What structure joins a ganglion at the same level as a ganglionic sympathetic neuron?",12130,12131,12132,12133,NA,NA,"white rami communicantes","gray rami communicantes","spanchnic nerves","preganglionic neuron",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:15-1-1,exid:stax-anp:1351,context-cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b,type:conceptual-or-recall"
"261","3070@1",1901,"What structure joins a ganglion at the same level as a ganglionic sympathetic neuron?",12130,12131,12132,12133,NA,NA,"white rami communicantes","gray rami communicantes","spanchnic nerves","preganglionic neuron",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:15-1-1,id:stax-anp:1351,cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b"
"262","3071@1",1931,"How are the postganglionic fibers of the sympathetic division of the autonomic nervous system physically different than the postganglionic fibers of the parasympathetic division?",12134,12135,12136,12137,NA,NA,"The postganglionic fibers of the parasympathetic division are shorter.","The postganglionic fibers of the sympathetic division are shorter.","The postganglionic fibers have a higher number of dendrites.","The postgangionic fibers have a fewer number of dendrites.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b,lo:stax-anp:15-1-2,exid:stax-anp:1352,type:conceptual-or-recall"
"263","3071@1",1931,"How are the postganglionic fibers of the sympathetic division of the autonomic nervous system physically different than the postganglionic fibers of the parasympathetic division?",12134,12135,12136,12137,NA,NA,"The postganglionic fibers of the parasympathetic division are shorter.","The postganglionic fibers of the sympathetic division are shorter.","The postganglionic fibers have a higher number of dendrites.","The postgangionic fibers have a fewer number of dendrites.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b,lo:stax-anp:15-1-2,id:stax-anp:1352"
"264","3072@1",1884,"What type of receptor in the cholinergic system is a ligand-gated cation channel?",12138,12139,12140,12141,NA,NA,"nicotinic receptors","G protein-coupled receptors","alpha-adrenergic receptors","beta-adrenergic receptors",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b,lo:stax-anp:15-1-3,id:stax-anp:1353"
"265","3072@1",1884,"What type of receptor in the cholinergic system is a ligand-gated cation channel?",12138,12139,12140,12141,NA,NA,"nicotinic receptors","G protein-coupled receptors","alpha-adrenergic receptors","beta-adrenergic receptors",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:910b6c98-e14e-49ab-95af-e9e2222f994b,lo:stax-anp:15-1-3,exid:stax-anp:1353,type:conceptual-or-recall"
"266","3073@1",1905,"What type of reflex involves a direct connection to a skeletal muscle?",12142,12143,12144,12145,NA,NA,"somatic reflex","visceral reflex","short reflex","long reflex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:15-2-1,id:stax-anp:1354,cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131"
"267","3073@1",1905,"What type of reflex involves a direct connection to a skeletal muscle?",12142,12143,12144,12145,NA,NA,"somatic reflex","visceral reflex","short reflex","long reflex",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:15-2-1,exid:stax-anp:1354,context-cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131,type:conceptual-or-recall"
"268","3074@1",2045,"What neurotransmitter is released by parasympathetic postganglionic axons?",12146,12147,12148,12149,NA,NA,"norepinephrine","acetylcholine","histamine","somatostatin",NA,NA,"book:stax-anp,ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:y,dok:2,cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131,lo:stax-anp:15-2-2,id:stax-anp:1355"
"269","3074@1",2045,"What neurotransmitter is released by parasympathetic postganglionic axons?",12146,12147,12148,12149,NA,NA,"norepinephrine","acetylcholine","histamine","somatostatin",NA,NA,"book:stax-anp,ost-type:concept-coach,blooms:1,time:short,dok:2,context-cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131,lo:stax-anp:15-2-2,exid:stax-anp:1355,type:conceptual-or-recall"
"270","3075@1",1933,"Sympathetic postganglionic fibers release ___________________ at neuroeffector synapses with blood vessels of skeletal muscle.",12150,12151,12152,12153,NA,NA,"nicotine","dopamine","epinephrine","acetylcholine",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131,lo:stax-anp:15-2-4,id:stax-anp:1357"
"271","3075@1",1933,"Sympathetic postganglionic fibers release ___________________ at neuroeffector synapses with blood vessels of skeletal muscle.",12150,12151,12152,12153,NA,NA,"nicotine","dopamine","epinephrine","acetylcholine",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:0bae7483-e6a1-47eb-8571-723ea8ed4131,lo:stax-anp:15-2-4,exid:stax-anp:1357,type:conceptual-or-recall"
"272","3076@1",1898,"What portion of the brain contains the higher-order processing centers that control autonomic regulation?",12154,12155,12156,12157,NA,NA,"forebrain","hindbrain","limbic system","midbrain",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:15-3-1,exid:stax-anp:1359,context-cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,type:conceptual-or-recall"
"273","3076@1",1898,"What portion of the brain contains the higher-order processing centers that control autonomic regulation?",12154,12155,12156,12157,NA,NA,"forebrain","hindbrain","limbic system","midbrain",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:15-3-1,id:stax-anp:1359,cnxmod:791a77b2-e40a-4702-b949-51b2526279b1"
"274","3077@1",1940,"The structure that is the main source of central control over autonomic function is the ________________.",12158,12159,12160,12161,NA,NA,"amygdala","cingulate gyrus","hypothalamus","thalamus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-2,id:stax-anp:1360"
"275","3077@1",1940,"The structure that is the main source of central control over autonomic function is the ________________.",12158,12159,12160,12161,NA,NA,"amygdala","cingulate gyrus","hypothalamus","thalamus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-2,exid:stax-anp:1360,type:conceptual-or-recall"
"276","3078@1",1941,"What region in the central nervous system initiates signals to the sympathetic nervous system in response to fear?",12162,12163,12164,12165,NA,NA,"amygdala","cardiac accelerator nerves","hippocampus","solitary nucleus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-3,exid:stax-anp:1361,type:conceptual-or-recall"
"277","3078@1",1941,"What region in the central nervous system initiates signals to the sympathetic nervous system in response to fear?",12162,12163,12164,12165,NA,NA,"amygdala","cardiac accelerator nerves","hippocampus","solitary nucleus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-3,id:stax-anp:1361"
"278","3079@1",1975,"The _______________ contain(s) nuclei that together comprise the cardiovascular center, which controls the muscles of the cardiovascular system.",12166,12167,12168,12169,NA,NA,"hypothalamus","solitary nucleus","nucleus ambiguus","medulla",NA,NA,"book:stax-anp,ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-4,id:stax-anp:1362"
"279","3079@1",1975,"The _______________ contain(s) nuclei that together comprise the cardiovascular center, which controls the muscles of the cardiovascular system.",12166,12167,12168,12169,NA,NA,"hypothalamus","solitary nucleus","nucleus ambiguus","medulla",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:2,blooms:2,time:medium,context-cnxmod:791a77b2-e40a-4702-b949-51b2526279b1,lo:stax-anp:15-3-4,exid:stax-anp:1362,type:conceptual-or-recall"
